2021-02-02,10:46:16,3.99
2021-02-02,10:46:18,3.99
2021-02-02,10:46:19,3.99
2021-02-02,10:46:21,4.31
2021-02-02,10:46:22,4.47
2021-02-02,10:46:24,2.82
2021-02-02,10:46:25,4.07
2021-02-02,10:46:27,3.55
2021-02-02,10:48:20,-
2021-02-02,10:48:22,3.31
2021-02-02,10:48:23,3.31
2021-02-02,10:48:25,3.31
2021-02-02,10:48:27,3.31
2021-02-02,10:48:28,3.31
2021-02-02,10:48:30,3.31
2021-02-02,10:48:31,3.31
2021-02-02,10:48:33,3.31
2021-02-02,10:48:34,3.31
2021-02-02,11:05:16,-
2021-02-02,11:05:18,3.31
2021-02-02,11:05:19,3.31
2021-02-02,11:05:21,3.31
2021-02-02,11:05:22,3.31
2021-02-02,11:05:24,3.31
2021-02-02,11:05:26,3.31
2021-02-02,11:05:27,3.30
2021-02-02,11:05:29,3.31
2021-02-02,11:05:30,3.30
2021-02-02,11:05:42,-
2021-02-02,11:05:43,-
2021-02-02,11:05:44,-
2021-02-02,11:05:45,-
2021-02-02,11:05:46,-
2021-02-02,11:05:47,-
2021-02-02,11:05:48,-
2021-02-02,11:05:49,-
2021-02-02,11:05:50,-
2021-02-02,11:05:51,-
2021-02-02,11:05:52,-
2021-02-02,11:05:53,-
2021-02-02,11:05:54,-
2021-02-02,11:05:55,-
2021-02-02,11:05:56,-
2021-02-02,11:05:57,-
2021-02-02,11:05:58,-
2021-02-02,11:05:59,-
2021-02-02,11:06:00,-
2021-02-02,11:06:01,-
2021-02-02,11:06:02,-
2021-02-02,11:06:03,-
2021-02-02,11:06:04,-
2021-02-02,11:06:06,3.30
2021-02-02,11:06:07,3.31
2021-02-02,11:06:09,3.31
2021-02-02,11:06:10,3.31
2021-02-02,11:06:12,3.30
2021-02-02,11:06:13,3.31
2021-02-02,11:06:15,3.31
2021-02-02,11:06:17,3.31
2021-02-02,11:06:18,3.31
2021-02-02,11:06:20,3.31
2021-02-02,11:06:21,3.31
2021-02-02,11:06:23,3.30
2021-02-02,11:06:24,3.31
2021-02-02,11:06:26,3.31
2021-02-02,11:06:27,3.30
2021-02-02,11:06:29,3.31
2021-02-02,11:06:31,3.31
2021-02-02,11:06:49,-
2021-02-02,11:06:50,-
2021-02-02,11:06:51,-
2021-02-02,11:06:52,-
2021-02-02,11:06:53,-
2021-02-02,11:06:54,-
2021-02-02,11:06:55,-
2021-02-02,11:06:56,-
2021-02-02,11:06:57,-
2021-02-02,11:06:58,-
2021-02-02,11:06:59,-
2021-02-02,11:07:00,-
2021-02-02,11:07:01,-
2021-02-02,11:07:02,-
2021-02-02,11:07:03,-
2021-02-02,11:07:04,-
2021-02-02,11:07:05,-
2021-02-02,11:07:07,-
2021-02-02,11:07:08,-
2021-02-02,11:07:09,-
2021-02-02,11:07:10,-
2021-02-02,11:07:11,-
2021-02-02,11:07:12,-
2021-02-02,11:07:13,-
2021-02-02,11:07:14,-
2021-02-02,11:07:15,-
2021-02-02,11:07:16,-
2021-02-02,11:07:17,-
2021-02-02,11:07:18,-
2021-02-02,11:07:19,-
2021-02-02,11:07:20,-
2021-02-02,11:07:21,-
2021-02-02,11:07:22,-
2021-02-02,11:07:23,-
2021-02-02,11:07:24,-
2021-02-02,11:07:25,-
2021-02-02,11:07:26,-
2021-02-02,11:07:27,-
2021-02-02,11:07:28,-
2021-02-02,11:07:29,-
2021-02-02,11:07:30,-
2021-02-02,11:07:31,-
2021-02-02,11:07:32,-
2021-02-02,11:07:33,-
2021-02-02,11:07:34,-
2021-02-02,11:07:35,-
2021-02-02,11:07:36,-
2021-02-02,11:07:37,-
2021-02-02,11:07:38,-
2021-02-02,11:07:39,-
2021-02-02,11:07:40,-
